name,link,description,price,name_nearby_place,hotel_class,img_origin,location_rating,province
The Luxe Hotel - Châu Đốc | Khách Sạn 3 Sao Gần Chùa Bà,https://www.facebook.com/theluxehotelchaudoc,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",4981000,"Lady Temple at Sam Mountain, Can Tho International Airport, Quán Mưa Rừng",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipPBdxcfV5E3SvaRW2Oz3Q3M6DRug6fFTM_RBuLN=s10000, https://lh5.googleusercontent.com/p/AF1QipNDw_KQ41ujamgvxRRRQTJZDROXh7UAbZe_Swbb=s10000, https://lh5.googleusercontent.com/p/AF1QipOEnyqDaPq2EPAVf9uTK8MNNEMN1kDPfmGkFMJ2=s10000, https://lh5.googleusercontent.com/p/AF1QipP_z7gA7wpo4jB3ClQ9GDa6VYyCCYXYZGR3yTx1=s10000, https://lh5.googleusercontent.com/p/AF1QipM3TjlN6S9PWSoCVOLGO2vs4OYUHKDPZhukWRF_=s10000, https://lh5.googleusercontent.com/p/AF1QipNPV13OsskKfQ3ergrEnENTXf-xTAlsEGiN3N0_=s10000, https://lh5.googleusercontent.com/p/AF1QipOphfhAH3pacH7Ul8cKqfNMcpjpHqpE2dTLgoxy=s10000, https://lh5.googleusercontent.com/p/AF1QipPaD5Y10QQKygeholtyzE-IYvOolZPiCwG1eRGg=s10000, https://lh5.googleusercontent.com/p/AF1QipOTncKMAEy_7W0np60O5GgCzviufcAxk4PAM9Ig=s10000",3.2,An Giang
Resort Sang Như Ngọc,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",3794000,"Khu du lịch Lâm Viên Núi Cấm, Can Tho International Airport, Quán cơm Như Loan",3-star hotel,"https://images.trvl-media.com/lodging/25000000/24160000/24155700/24155607/5332efb7_z.jpg, https://images.trvl-media.com/lodging/25000000/24160000/24155700/24155607/1e0dd51d_z.jpg, https://images.trvl-media.com/lodging/25000000/24160000/24155700/24155607/45de4028_z.jpg, https://images.trvl-media.com/lodging/25000000/24160000/24155700/24155607/af777840_z.jpg, https://images.trvl-media.com/lodging/25000000/24160000/24155700/24155607/588742e0_z.jpg, https://images.trvl-media.com/lodging/25000000/24160000/24155700/24155607/daeb1be7_z.jpg, https://images.trvl-media.com/lodging/25000000/24160000/24155700/24155607/93873422_z.jpg, https://lh5.googleusercontent.com/p/AF1QipPAnx6ibiNyOoPs7DmEBHPn400c8R87j-EWg2Xh=s10000, https://lh5.googleusercontent.com/p/AF1QipOjDR0Qvn1_q4eSx9kJf_UROKC08jvb738dPJJ-=s10000",3.9,An Giang
Chau Khuong Hotel,http://chaukhuonghotel.com/,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",774000,"Long Xuyen Cathedral, Can Tho International Airport, A Di Cá Lóc Nướng",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipNdnJ9_J3KTYkQezz5qA11TB3wI98H6-ZWuyIYv=s10000, https://lh5.googleusercontent.com/p/AF1QipNj58AWnwHj3AEaErhST8cfAjKxy5BafdW3KC1H=s10000, https://lh5.googleusercontent.com/p/AF1QipN5sv6H0w0ONzAAnspv_KkilDVS2g2R6qz7KYlg=s10000, https://lh5.googleusercontent.com/p/AF1QipM9V0Frb1zu6v1VGNjEWTHRn7ARapCoXXRO5SW1=s10000, https://lh5.googleusercontent.com/p/AF1QipNNVfP7EjC4CA5j6zKN2zkFMbS8gVyB4ZEtg_GA=s10000, https://lh5.googleusercontent.com/p/AF1QipOI84O-toa0Wa2QrxOd1Kdy28da9a8RCTZwqQdM=s10000, https://lh5.googleusercontent.com/p/AF1QipMhn7qT7emh_7flVIwITn_OkYVvzIy_7rBvJ3Cn=s10000, https://lh5.googleusercontent.com/p/AF1QipODqF-uq9RqURxDlZ9T2q4va-qvkKTlUzosDZ6z=s10000, https://lh5.googleusercontent.com/p/AF1QipP7n5DpMGzk6TfVcXdTSVUMA5tAJhiGqMD21sdg=s10000",4.2,An Giang
Lá Homestay Garden,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",2859000,"Long Xuyen Floating Market, Can Tho International Airport, Tiệm Nhà Anna",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipMWjROeqGMkZMZsnjrR2CEbs44Ehaquzow3lgvO=s10000, https://lh5.googleusercontent.com/p/AF1QipO2IkVd1oXEYbwAV93ABu3KFDv6stIXXJaPNkIT=s10000, https://lh5.googleusercontent.com/p/AF1QipNZLhVQswig2DnkAlD651rR1E7KD7Ccev7hXsvN=s10000, https://lh5.googleusercontent.com/p/AF1QipOkF29iuh3aX1t0yO44NfQVSnF_mv3BXQ7L_2rw=s10000, https://lh5.googleusercontent.com/p/AF1QipOWit4puIH8wIvc0wJZ5O4rmcYQgTPAC93jDmh1=s10000, https://lh5.googleusercontent.com/p/AF1QipP67iXq0jXCAGG5v0L1pYcI4q1Hl__N6HwlsTBF=s10000, https://lh5.googleusercontent.com/p/AF1QipN31MBI4RIt-o_6VUHMmCzAciHhr2SWUTSCAYPU=s10000, https://lh5.googleusercontent.com/p/AF1QipMZ2GC-hLqtt_9rOyRekVhuFPvPvdDAAfylZZAM=s10000, https://lh5.googleusercontent.com/p/AF1QipOSfumcN8e41TjOa8xzR7rsOTWU7oUhcjZ9r3sh=s10000",2.9,An Giang
Hanvy Garden,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",3528000,"Long Xuyen Cathedral, Can Tho International Airport, Nhà Hàng Hai Lúa Đồng Quê",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipMd8frtdmEff5uyWLCaIJkEXMQVW2Xccwn8H559=s10000, https://lh5.googleusercontent.com/p/AF1QipNRxxWOUBz1zUgp23iNNTFhThJNoAp30-yJhHv5=s10000, https://lh5.googleusercontent.com/p/AF1QipM7oqcOTNAIng1Dxy0cunpAJZBDPSAHT5g1CZ18=s10000, https://lh5.googleusercontent.com/p/AF1QipO91sEj9NlI0kqI3CunlE0PjPpcFe3vLnR3ZHJV=s10000, https://lh5.googleusercontent.com/p/AF1QipMatdL7Uduxm3ZvPQMuIWptODWPXzVNKRiInuP_=s10000, https://lh5.googleusercontent.com/p/AF1QipNGxFrzCVzJGcgf0upECMV7MFCXXLiqLQc1wYPK=s10000, https://lh5.googleusercontent.com/p/AF1QipPG0DqdpsTwe9khmK6fv0DdYed72NdJopv1fcpq=s10000, https://lh5.googleusercontent.com/p/AF1QipP6ffw8w9_chflv6kztKKMKa1kjfigntmI1Azt1=s10000, https://lh5.googleusercontent.com/p/AF1QipNhg8tsEjg017FZeccEAhUfeM8GeU77fCxIW5sq=s10000",3.2,An Giang
MerPerle Nui Sam Resort,http://www.merperlenuisam.com/,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",2594000,"Tay An Buddhist Temple, Can Tho International Airport, Sam Mountain Restaurant-Hotel (Nhà hàng khách sạn Núi Sam)",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipOi36yNkilGbm_yVSoh-ejgW5jkOErxNaFi8yQP=s10000, https://images.trvl-media.com/lodging/110000000/109620000/109618000/109617917/w2998h1998x0y3-3998629d_z.jpg, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/85/c3/29/caption.jpg?w=2100&h=1400&s=1, https://images.trvl-media.com/lodging/110000000/109620000/109618000/109617917/0933a2ab_z.jpg, https://images.trvl-media.com/lodging/110000000/109620000/109618000/109617917/8f87e77b_z.jpg, https://images.trvl-media.com/lodging/110000000/109620000/109618000/109617917/90cf01d2_z.jpg, https://images.trvl-media.com/lodging/110000000/109620000/109618000/109617917/7ae75d88_z.jpg, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/85/c3/25/caption.jpg?w=2100&h=1400&s=1, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2e/85/c3/2a/caption.jpg?w=2100&h=1400&s=1",4,An Giang
LÁ HOMESTAY 1,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",2831000,"Long Xuyen Floating Market, Can Tho International Airport, Tiệm Nhà Anna",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipORVqO4rbplN6PNZnCTp7VBYrekFZWquIPvypOl=s10000, https://lh5.googleusercontent.com/p/AF1QipPpopmjERcqEWn8EezGgGLrEo6FUUfBgzniANhP=s10000, https://lh5.googleusercontent.com/p/AF1QipMjBK_IwDhQOhR-kHnNebioWgXpbqlM7mmwa6eU=s10000, https://lh5.googleusercontent.com/p/AF1QipO42r_Xaw6OIwM_QVlAda2SjwhbluGy7dqWsDhA=s10000, https://lh5.googleusercontent.com/p/AF1QipPxL9SecxZSIoGJ4upZCOwI9duIfbxXpD_zToX6=s10000, https://lh5.googleusercontent.com/p/AF1QipPlN2mXoaifNplGgaj7p8vnLjx0KGtVZIgFNLDi=s10000, https://lh5.googleusercontent.com/p/AF1QipMf8RIsOrTWsuea8Dn3tTGnYAUtrNE5-CQPO7HU=s10000, https://lh5.googleusercontent.com/p/AF1QipPrOdY6vOSEn60Oo08LIayjmpLwJ1vb1XgopQ97=s10000, https://lh5.googleusercontent.com/p/AF1QipNBqY-hoJ22YWYo8bTiYPWZbyoi_x-fGoMXddql=s10000",2.9,An Giang
Phú Sĩ Homestay & Seafood Núi Cấm,https://www.facebook.com/phusihomestay?mibextid=ZbWKwL,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",629000,"Bảy Núi, Can Tho International Airport, Nhà Hàng Sinh Thái Hoa Sen",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipOxusi7W8rw1A7V-GgrUS7Z7OTd1jkYXDVCp9nv=s10000, https://lh5.googleusercontent.com/p/AF1QipPu6KDiVqOeuOb0vXWR3pCOR3xWOfY9kqwsBuao=s10000, https://lh5.googleusercontent.com/p/AF1QipNKo4f_NOs2_x3Hs7sK_kMAA9066DREKcd82WgV=s10000, https://lh5.googleusercontent.com/p/AF1QipO-NCWVsDrij14KwwXImMDCl6mbCNXtnmAVx4D0=s10000, https://lh5.googleusercontent.com/p/AF1QipMibo-Td0YF4j4gvWE6jSwFda4xQuL3IJnHUaso=s10000, https://lh5.googleusercontent.com/p/AF1QipOCTtH-G6YHGXsp0nYhM93zw0P8Pwco42IjN_tf=s10000, https://lh5.googleusercontent.com/p/AF1QipOWsYE7UVQ60pEncxYKRNE-7OFJLpOdy5FBHC-e=s10000, https://lh5.googleusercontent.com/p/AF1QipPrLjgKnvxE6DdJ8csYQtJYkmWiJfb7a7GqnoQo=s10000, https://lh5.googleusercontent.com/p/AF1QipM2VTXvcFOpSQ6rD1Zs66yBgD7npB8KMAy5edVS=s10000",3.7,An Giang
Cherry Homestay,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",2031000,"Thánh đường hồi giáo Jamuil Azhar Mosque, Can Tho International Airport, Quán Hải Sản Cà Mau",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipOlBxOn3jId2rKC0QIrbzterIOVnI9wTRjasjQ3=s10000, https://lh5.googleusercontent.com/p/AF1QipNlvwwtMMvYrQo_O7I3s8iQ40TYMHo0IVxQhmdX=s10000, https://lh5.googleusercontent.com/p/AF1QipPo0OiePKO2tPx2PRPT_dmyttF6_yUFWnD3B10v=s10000, https://lh5.googleusercontent.com/p/AF1QipMttnbbjLcV-vNGSlIbQbgLMaIE2okWaVC7CSJ2=s10000, https://lh5.googleusercontent.com/p/AF1QipMWLxgK-yOcUPtQ6aG7R8-MSC47BOiDwjqjp8Gw=s10000, https://lh5.googleusercontent.com/p/AF1QipOfNuzgdZtEIf8JXBmA8RWKRT6yXphiTbkeLJKs=s10000, https://lh5.googleusercontent.com/p/AF1QipM-1wZZmXn7yCCawR_KmyMIJMtVB54ZnpsfeUJ4=s10000, https://lh5.googleusercontent.com/p/AF1QipO2My6N41DJSvLZ6VZLiY3gP8iN_P7Aht_dLXWp=s10000, https://lh5.googleusercontent.com/p/AF1QipO2tjphS3Ekdx8NWzozcalsDHd95KStHuIM9jcr=s10000",3,An Giang
LARA HOTEL LONG XUYEN,https://larahotellongxuyen.com/,Understated rooms & suites in a casual hotel with a restaurant & a Japanese convenience store.,4289000,"Long Xuyen Cathedral, Can Tho International Airport, Nhà Hàng Hải Sản Long Xuyên",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipPMTXum8J6Zo1wDEcf8QboeF63dhIy9gZKbsEvN=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/25/08/b8/f2/lara-hotel-long-xuyen.jpg?w=2100&h=1400&s=1, https://lh5.googleusercontent.com/p/AF1QipOnvxRYWlX2mZIP7uM6e-da1JgXR86Y49WcWkSj=s10000, https://lh5.googleusercontent.com/p/AF1QipNwgScanEeyLXh4Ab7psBO1Rvp4Vn_7L0UqGFyX=s10000, https://lh5.googleusercontent.com/p/AF1QipMjyJideJnS42jvULEE2jABvtSpM-FpqcGSC2UW=s10000, https://lh5.googleusercontent.com/p/AF1QipMHpaB_rqEdJD4ekpF0CCO0q6OpGomwsTFmSj_2=s10000, https://cdn.worldota.net/t/1024x768/content/f6/73/f673682a2212bc06f64415fad1a89b04739cbbb3.jpeg, https://lh5.googleusercontent.com/p/AF1QipOLAQ4H1s7sKBmSlUue7Aq0DdCOMlLeznWtSaYE=s10000, https://lh5.googleusercontent.com/p/AF1QipNUGg_VsGFfDnpdssQroAJfpdnklsnQluHrRM2I=s10000",4.3,An Giang
The Sóng Vũng Tàu - Shin's Apartment,https://www.bluepillow.com/search?lat=10.42732&lng=104.99832&dest=ago&cat=Vacation rental (other)&accomodationids=655204cc1811a9820ec2f77a,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",2245000,"Tan Son Nhat International Airport, Nhà hàng cơm niêu - bia tươi Đức La Vita",3-star hotel,"https://images.trvl-media.com/lodging/96000000/95690000/95681300/95681230/1aecc834_z.jpg, https://images.trvl-media.com/lodging/96000000/95690000/95681300/95681230/39ebe002_z.jpg, https://images.trvl-media.com/lodging/96000000/95690000/95681300/95681230/80d1ac2f_z.jpg, https://images.trvl-media.com/lodging/96000000/95690000/95681300/95681230/9bc7a564_z.jpg, https://images.trvl-media.com/lodging/96000000/95690000/95681300/95681230/3e4f09ba_z.jpg, https://images.trvl-media.com/lodging/96000000/95690000/95681300/95681230/0f7dede6_z.jpg, https://images.trvl-media.com/lodging/96000000/95690000/95681300/95681230/b70dabf3_z.jpg, https://images.trvl-media.com/lodging/96000000/95690000/95681300/95681230/d75457cb_z.jpg, https://images.trvl-media.com/lodging/96000000/95690000/95681300/95681230/dc848709_z.jpg",3.2,Bà Rịa – Vũng Tàu
CONDOTEL THE SÓNG AN GIA VŨNG TÀU APARTMENT MrVƯƠNG - One-Bedroom Apartment,https://www.bluepillow.com/search?p_id=589de3d77c00cb10c8d92bad&dest=bkng&cat=House&accomodationids=65c9f02e671b07d23c68caa1,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",4080000,"Tan Son Nhat International Airport, Nhà hàng cơm niêu - bia tươi Đức La Vita",3-star hotel,"https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/491146245.jpg?k=53c14b9b0d8baf0f3ff701e54b4b6b6b9d4deef07957ab44701f31881b27a875&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/491141925.jpg?k=7c9e9a0727c8183b3cde3b40d2941b8d49b142f5868f89d7c7531264cc05d00e&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/491146242.jpg?k=47605e6629a11d54e15574ed9ffdb81879d7d3cd975150821f81b789e3cbc780&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/491143026.jpg?k=32c07b1a97b9b8f4b5c396c41049fd3cee7cf022f8c65362da74000ae72cb37c&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/491143028.jpg?k=3db6ac44e8d05e393c69a7c3b0ebab9be35355bb77fc2a3ad1de27615f09e619&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/491143018.jpg?k=0948f064a42cf7ae34df64bdab7ccb1a43baeeb6288f29564217d3c1a2b7ecea&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/491143020.jpg?k=d9c84db57720e26537b7591140f602704cc8419d2102b5d4dfd206dda8083c1d&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/491146479.jpg?k=a77a7cfe1fe30337422f43e24c5b5dd6b0f9f9efeb01ea225f9fda4959674b76&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/491146473.jpg?k=8ffb227eedc1fb1abac503cf9ceaf6fd9e32762f53b2dcaf9e4395b7414fdb9c&o=",3.3,Bà Rịa – Vũng Tàu
Căn hộ The Sóng -An Gia Bãi Sau Biển Thuỳ Vân - Two-Bedroom Apartment,https://www.bluepillow.com/search?p_id=589de3d77c00cb10c8d92bad&dest=bkng&cat=House&accomodationids=654d2a143011da1e8b79ebca,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",2846000,Tan Son Nhat International Airport,3-star hotel,"https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/379493183.jpg?k=1645067dbc70e1754491cff0faf91a941ebf1938ab6d9113063bff89a24cd8cb&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/411390255.jpg?k=ccc5be811231f8195e843f660b41da3cf9c7b495a1ed5aad3bd892b5b94a007c&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/411390250.jpg?k=fecce08e547565415c1c583521461dc9de951e22c5f489425a58817ae513162e&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/411390254.jpg?k=4174f467cecedaf8b0cc5e7ee9b90b52cd4559e550a541fd41017e48811c41ec&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/411390744.jpg?k=3132250ce09bf0cb18c175e9bb256958bddefdca784a9456cdd1e273380119f1&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/398342386.jpg?k=73be64ac2a8ba8ac87e20d2e03891762fdb97263ee0784af2be59f8ebf85dce7&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/408912396.jpg?k=146972a7f18fbedea2e7a680f6f932a98ce6fdd344a390c5d1f4e57e1670d1bd&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/411390262.jpg?k=dce7802f2363ceb3848f4d213ee3518679e6ba3919c3e7d1113f472b062ff8de&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/411390257.jpg?k=616e0e753173999a8e16cff0da8d1d6b9df8357ce14172c7db0880b78b19eb0f&o=",3.3,Bà Rịa – Vũng Tàu
The Sóng Luxury Apartmaet -Nghi homesty Vung tau,https://www.bluepillow.com/search?p_id=589de3d77c00cb10c8d92bad&dest=bkng&cat=Apartment&accomodationids=65c9d2f0671b07d23c674678,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",507000,"Tan Son Nhat International Airport, Nhà hàng cơm niêu - bia tươi Đức La Vita",3-star hotel,"https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/464963612.jpg?k=9c3f6d6fb6e340265c102527c723b6ae9a53b8acd19c3de94f30a324dc0d39a0&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/464861762.jpg?k=293eabf50376b46e34d3e06100e3eb7e5f0b76850b62efbb0aeb4da519c2453b&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/463955895.jpg?k=ad632d6b9cd941743dd757c1d9bfa22207a08628f0bf2948d0033a9cc84a6ac4&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/464860954.jpg?k=1d38be1a9495cebef8dd305e842cb430d3186a5863c5bb80d2dc51d834c0f9ad&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/463955981.jpg?k=31990076699e83eb34d80cf166ec092db7a90b7ee5745af2a4ff588e059b5f7d&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/464872988.jpg?k=7354c7686843bdb93a16060db6e467b8dab5933c878b733150238b6184bdf5a4&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/463955984.jpg?k=366f51389acb71d1ada00abb1e5338e1548ade61a0c64c384dd37d92445b8ca7&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/478552053.jpg?k=c825b4f096ea755a35aaca2c8910a57be0377995ba5574a2c7fd7964a29bf4da&o=, https://q-xx.bstatic.com/xdata/images/hotel/max1440x1080/464876076.jpg?k=d3952652342373629cfbe4b69f5643ed1487c59ce3abdbbfb73cfa3477140f8f&o=",3.3,Bà Rịa – Vũng Tàu
100m to the beach - Apartment with Sea View & Free pool,https://www.vrbo.com/3672483?MDPCID=VRBO-META.HPA.WEB-ORGANIC.VR,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",3783000,"Tan Son Nhat International Airport, Nhà hàng cơm niêu - bia tươi Đức La Vita",3-star hotel,"https://media.vrbo.com/lodging/100000000/99890000/99883600/99883599/73bfa069.jpg, https://media.vrbo.com/lodging/100000000/99890000/99883600/99883599/w2033h1365x15y0-90d8a1c8.jpg, https://media.vrbo.com/lodging/100000000/99890000/99883600/99883599/f044d34c.jpg, https://media.vrbo.com/lodging/100000000/99890000/99883600/99883599/0bca2bc7.jpg, https://media.vrbo.com/lodging/100000000/99890000/99883600/99883599/9a232e3a.jpg, https://media.vrbo.com/lodging/100000000/99890000/99883600/99883599/0fec2d13.jpg, https://media.vrbo.com/lodging/100000000/99890000/99883600/99883599/94f67438.jpg, https://media.vrbo.com/lodging/100000000/99890000/99883600/99883599/cc909d9b.jpg, https://media.vrbo.com/lodging/100000000/99890000/99883600/99883599/6c268873.jpg",3.3,Bà Rịa – Vũng Tàu
Babylon Mini Resort,http://babylonresort.vn/,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",3821000,"Front Beach, Tan Son Nhat International Airport, Nhà Hàng Ẩm Thực Chay BaNa Vegetarian Restaurant",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipNQoupVq7duDGNi_kpxRVggWdvz_YX-Z0nLSdsQ=s10000, https://lh5.googleusercontent.com/p/AF1QipMVujd_BonULDqZRD3hzGWXXjzf0QzBiqQUZHMG=s10000, https://lh5.googleusercontent.com/p/AF1QipPE5VA5mQ3RTHG6ljblSOXG-h2QZL8Ozbn75s8D=s10000, https://lh5.googleusercontent.com/p/AF1QipNOasYOAN1-6s-Tw04dXXtlYxpel9CN3mw-whbM=s10000, https://lh5.googleusercontent.com/p/AF1QipMoqCvrWmQnYRHPXp5D8HGaKoUv7nf7mwX8Csmz=s10000, https://lh5.googleusercontent.com/p/AF1QipMxk3EyGVHsluqml6tfibUsUaDlgvtg6AutkyB1=s10000, https://lh5.googleusercontent.com/p/AF1QipMWaVJUCMNTDTGHn6S9ttQgRRkxq0l3wKtmXZGM=s10000, https://lh5.googleusercontent.com/p/AF1QipP9ols8IS-tgrqpZj5Ed6-PZ0aCXmlzRXLxGO2Q=s10000, https://lh5.googleusercontent.com/p/AF1QipMRnYeE1tIb74Qae7yuOVQumYx7Yh0EshjzYOkv=s10000",3,Bà Rịa – Vũng Tàu
LÚA FARMSTAY - Khu Nghỉ Dưỡng Sinh Thái,https://www.facebook.com/Luafarmstay?mibextid=LQQJ4d,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",3127000,"Tan Son Nhat International Airport, Sông Ray Quán",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipPq7hNxlShDn0W4hVOQ2HDIGuqBU8xCI9K7yZXa=s10000, https://lh5.googleusercontent.com/p/AF1QipNLYpy67cTWPi_zRO-LeUhhkaIsIru66FFmx_iE=s10000, https://lh5.googleusercontent.com/p/AF1QipOkDuv2Krm3jwCTcTXkr7D7WYYmcdtajJlq3GNb=s10000, https://lh5.googleusercontent.com/p/AF1QipNZ5B6g1Fvedht0WmuY3qifb57c2T8BVU5jeKg1=s10000, https://lh5.googleusercontent.com/p/AF1QipMT2zTgKtio-VAJmhYW-NE4MYIQygMfpnhNICUx=s10000, https://lh5.googleusercontent.com/p/AF1QipPRDjJ03E7rO7zTi88R1JTgB81RaarEZrSyrHIh=s10000, https://lh5.googleusercontent.com/p/AF1QipM9BUdA7snE_BPDXogXWfcNvo62o0I5gxUHdm0S=s10000, https://lh5.googleusercontent.com/p/AF1QipMJ0_zg3SkbbPIn95R__jgHzvPnY_cJ7AY5opXJ=s10000, https://lh5.googleusercontent.com/p/AF1QipMrJj_V_z8N-MakO_18cacYCC1WpHmg3zdrOrEY=s10000",2.9,Bà Rịa – Vũng Tàu
The Ruộng Resort,https://theruongresort.com/,"Relaxed rooms, some with balconies, in a polished hotel offering a restaurant & a rooftop bar.",2205000,"Tan Son Nhat International Airport, Hải sản tươi sống Trinh Diễm",3-star hotel,"https://lh5.googleusercontent.com/p/AF1QipNGPOJAChfjhZyNILLqnXwC5q1Bbi9NsKr4Vv4e=s10000, https://images.trvl-media.com/lodging/45000000/44390000/44386700/44386649/363d76b0_z.jpg, https://images.trvl-media.com/lodging/45000000/44390000/44386700/44386649/12654ddc_z.jpg, https://lh5.googleusercontent.com/p/AF1QipOEC-nj4MhBnMVyS4SYYKTraCb3KCN66rBVInAt=s10000, https://images.trvl-media.com/lodging/45000000/44390000/44386700/44386649/b64e79c4_z.jpg, https://lh5.googleusercontent.com/p/AF1QipPNFaBWp2XcqECsAbdYgyRAs0cj64IWLmEAWjbA=s10000, https://lh5.googleusercontent.com/p/AF1QipNO3NtGNXCmOwQKh3TyyX7GQPJVIz0Hhx7-joND=s10000, https://lh5.googleusercontent.com/p/AF1QipNYydF0UY7RD53QALC6eT7PlxKCJ-OMV51Zzhsq=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/2c/70/30/85/caption.jpg?w=1900&h=1400&s=1",3.2,Bà Rịa – Vũng Tàu
