province,title,rating,description,address,img,types
Kiên Giang,Công viên Bãi Dương,3.9,,"9 Tôn Đức Thắng, Vĩnh Lạc, Rạch Giá, Kiên Giang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipM5tshSWwt9BM1xglx9pftpnPl5ih0CLx0yQ0Y4=w122-h92-k-no,['Công viên']
Kiên Giang,Khu Vui Chơi Giải Trí Đảo Phú Gia,4.2,,"X37V+WF8, P. An Hoà, Rạch Giá, Kiên Giang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMG843UwN4Ujjcyifad4WDsxrGs4BYCJYcQui6k=w89-h92-k-no,['Sân chơi']
Kiên Giang,Cổng Tam Quan,4.7,,"339 Nguyễn Trung Trực, Vĩnh Lạc, Rạch Giá, Kiên Giang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPaFg9zZ7AlvyIO0SzFbSxVOmD1sHXf08aQqTY=w80-h106-k-no,['Điểm thu hút khách du lịch']
Kiên Giang,Khu vui chơi City Game Rạch Giá,4.3,,"Lô 14 Đ. 3 Tháng 2, Phường Vĩnh Bảo, Rạch Giá, Kiên Giang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOliGPN7pCqDmgeGNRMnVJJqlvw0rL8CqIV4t5N=w163-h92-k-no,['Trung tâm vui chơi giải trí']
Kiên Giang,Đình Thần Nguyễn Trung Trực,4.7,,"07 Nguyễn Công Trứ, Vĩnh Thanh, Rạch Giá, Kiên Giang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOZuJL0TvAxpWKx1-QnD0ZF_28Re4HDvK4BwzyI=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Nơi thờ cúng']"
Kiên Giang,Chùa Phật Lớn,4.5,,"151 Quang Trung, Vĩnh Thanh, Rạch Giá, Kiên Giang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPIMahh3GV-saFRbVBlndW3dM3aHlSNR-oMPT0b=w141-h92-k-no,"['Điểm thu hút khách du lịch', 'Địa danh', 'Chùa phật giáo']"
Kiên Giang,Khu Du Lịch Phú Điền Kiên Giang,4.1,,"Lạc Hồng, Võ Văn Kiệt, Rạch Giá, Kiên Giang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNvaUq-uN347pNaLJbhf-GLJF1rdFjUHPkOOUyn=w122-h92-k-no,['Nhà hàng']
Kiên Giang,Bảo tàng Kiên Giang,4.1,,"27 Nguyễn Văn Trỗi, Thanh Vân, Rạch Giá, Kiên Giang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOfAPrafM7KZDs3SH0AFHX_GgyBiAawMFafq2f1=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Bảo tàng']"
Kiên Giang,Công viên Nguyễn Trung Trực,4.4,,"Phạm Hồng Thái, Thanh Vân, Rạch Giá, Kiên Giang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOAxMFL6p2AIBrCsJ8Pde6g0kbEwafDtr6dmqxY=w122-h92-k-no,['Công viên']
Kiên Giang,Công viên khu lấn biển Tây Bắc,4.4,,"2396+9GV, Tp. Rạch Giá, Kiên Giang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMxB0UQieSvdTHIzeb26HFvfOiW3wlJVlehIt9E=w122-h92-k-no,['Khu vực đi bộ']
Kiên Giang,Quảng trường Trần Quang Khải,4.4,,"Đ. 3 Tháng 2, P. An Hoà, Rạch Giá, Kiên Giang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPiVsUPoomuGwqClV02qF3QhOq82ciz3OM8M5zs=w122-h92-k-no,['Công viên thành phố']
Kiên Giang,Cafe SEAVIEW,4.1,,"Lô A11 Cô Bắc, Phường Vĩnh Bảo, Rạch Giá, Kiên Giang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNczo8eKw2_kUHIytDPjlzu_3wRGULFPtGyeQX0=w163-h92-k-no,['Quán cà phê']
Kiên Giang,Chợ Rạch Giá,4.1,,"08 Lý Thái Tổ, Vĩnh Thanh, Rạch Giá, Kiên Giang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipP8g5JIv9sXaxMWfBIrOzGioBsl7GErwvY-lrlx=w122-h92-k-no,['Chợ']
Kiên Giang,CGV Vincom Kiên Giang,4.3,,"Cô Bắc, Phường Vĩnh Bảo, Rạch Giá, Kiên Giang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOEC8aFVdF9M1Ol11pfjtM_-Y6YdnN24UkmwL5e=w122-h92-k-no,['Rạp chiếu phim']
Kiên Giang,Khu Vui Chơi,4.4,,"X42G+23Q, Rạch Sỏi, Rạch Giá, Kiên Giang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOds9m4TmIEVplSj0oTQLG6jsEZGhO-aBzAOzRZ=w80-h106-k-no,['Công viên xe dã ngoại']
Kiên Giang,Cà Phê Bale,4,,"C18 Tôn Đức Thắng, Vĩnh Lạc, Rạch Giá, Kiên Giang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNqIBfCkWBPXu6KpaOXlK2v-pVLML0NwgDyRrG7=w163-h92-k-no,"['Quán cà phê', 'Nhà hàng chuyên phục vụ bữa sáng', 'Nhà hàng']"
Kiên Giang,Nhà sách FAHASA Kiên Giang,4.3,,"03 Đ. 3 Tháng 2, Vĩnh Lạc, Rạch Giá, Kiên Giang 91000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNmI-nxmRHLg3xS8uIvaOfcfPllMLeREFoFix_a=w122-h92-k-no,['Hiệu sách']
Kiên Giang,Đài Phát Thanh và Truyền Hình Kiên Giang,3.9,,"39 Đống Đa, Vĩnh Lạc, Rạch Giá, Kiên Giang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPm3VJS-c0q3StO28sfzLSxGd0nNd9YWOoIRQT7=w163-h92-k-no,['Đài truyền hình']
Kiên Giang,Ao Sen Quán,3.8,,"538 Lâm Quang Ky, P. An Hoà, Rạch Giá, Kiên Giang, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipP7P1_QqA-WOLzOJ7d8RuyWSxV3q-rd83uMRnks=w163-h92-k-no,['Quán bia sân vườn']
Kon Tum,Phố Đi Bộ Kon Tum,4.3,,"13 Đường Trương Quang Trọng, Phường Quyết Thắng, Kon Tum, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPIcS0mrMWaDCy93C00mOgu5s6rHyxXrNfr3kv2=w138-h92-k-no,['Điểm thu hút khách du lịch']
Kon Tum,Nhà Rông Kon Rơ Wang,4.3,,"Thắng Lợi, Kon Tum, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOLE-UQU0JVCliY8ygxb4y09zxDJVIqoW0G7Qgi=w80-h106-k-no,['Điểm thu hút khách du lịch']
Kon Tum,Khu Vui Chơi OCEAN,3.7,,"15 Nguyễn Nhu, Quang Trung, Kon Tum, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOU8V8p6KujzzrFtck4zn3rGW74-syX_0GBoSuM=w80-h142-k-no,['Công viên xe dã ngoại']
Kon Tum,Nhà Thờ Chính Tòa Giáo Phận Kon Tum | Nhà Thờ Gỗ Kon Tum,4.6,,"82W7+282, Nguyễn Huệ, Thống Nhất, Kon Tum, 580000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNlzp_ZX3ekJBnQpipyy-rfGGuIR7R3etrYK50Q=w138-h92-k-no,"['Điểm thu hút khách du lịch', 'Nhà thờ chính tòa Công giáo', 'Địa điểm hành hương', 'Điểm đến tôn giáo', 'Cơ sở tôn giáo', 'Nhà thờ Công giáo']"
Kon Tum,Cinemax Kon Tum,3.9,,"73 Lê Hồng Phong, Quang Trung, Kon Tum, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMn5J-bF_YxL3PuuidGNtpgTHzHXCld5dc8xplY=w169-h92-k-no,['Quán cà phê']
Kon Tum,Trung tâm giáo trí - Khu vui chơi trẻ em Funny Kids - Vincom Kon Tum,4.8,,"02 Phan Đình Phùng, Phường Quyết Thắng, Kon Tum, 580000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMO12SbAlccvtCkOyxnCDLDhQ1unlpejbr1Sd6G=w80-h106-k-no,['Công viên xe dã ngoại']
Kon Tum,Cá Voi Xanh Dạy Bơi Kon Tum,5,,"23 Nguyễn Công Trứ, Thống Nhất, Kon Tum, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMyWgre7-7-sBUnYLcIalUO6uk53ukosGgZ44C0=w122-h92-k-no,"['Bể bơi', 'Bể bơi trong nhà', 'Hồ bơi ngoài trời', 'Sân pickleball', 'Khu bể bơi', 'Bể bơi công cộng', 'Câu lạc bộ bơi lội', 'Huấn luyện viên bơi lội', 'Cửa hàng đồ bơi', 'Trung tâm đào tạo']"
Kon Tum,Tòa Giám Mục Kon Tum,4.6,,"146 Trần Hưng Đạo, Thắng Lợi, Kon Tum, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipO75SuC_XbO_9jJlGLvMHdp6PGetkRkQHMcOOJh=w122-h92-k-no,['Nhà thờ Công giáo']
Kon Tum,Nhà Rông Konklor Kon Tum,4.3,,"Nhà rông KonK'lor, Trần Hưng Đạo, Thắng Lợi, Kon Tum, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNak2ReCeQbKIUQF4sWJKRUd3jlUvMbpf1zCKzk=w80-h106-k-no,['Trung tâm cộng đồng']
Kon Tum,Cà phê Eva,4.3,,"05 Phan Chu Trinh, Thắng Lợi, Kon Tum, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipM5eLdyTSJa9QYf-ltZgmG8pC1irYQjxiPgpegs=w122-h92-k-no,"['Quán cà phê', 'Vườn', 'Đại lý du lịch']"
Kon Tum,Làng Du Lịch Cộng Đồng Kon Kơ Tu,4.2,,"Unnamed Road, Đắk Rơ Wa, Kon Tum 60100, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOr1lkAufVpvmQ44nwmhWoVUHzRC8N0ucFo31Vm=w163-h92-k-no,['Điểm thu hút khách du lịch']
Kon Tum,Indochine Hotel Kon Tum,3.7,,"30 Bạch Đằng, Phường Quyết Thắng, Kon Tum, Việt Nam",https://lh3.googleusercontent.com/gps-proxy/ALd4DhH_7Hy9lZ66Jc6tEwJ-DAhaAlhwWYjjVmcgCKepHDMZ1Z4NXtISzTzfpdyUr2gWU89Ce7I3dbnZbVo1ugy92qKuozWnBi4Lqu0cQI3jCR4UboqeXFh2JslcY1wPwcBb-XjDqVrdd6kaex6lhzfuBj46wy9IIUGlhzY19LJUqptnkLkYkxdX0Lr6Eg=w124-h92-k-no,"['Quán cà phê', 'Khách sạn', 'Nơi tổ chức sự kiện', 'Karaoke theo video', 'Nhà hàng Việt Nam']"
Kon Tum,Cầu Treo Konklor,4.5,,"82WP+Q6C, Bắc Kạn, Thắng Lợi, Kon Tum, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPZAUTCux9mBdoUiUDZQwdMgo57DtWH1I7BKrZK=w122-h92-k-no,['Điểm mốc lịch sử']
Kon Tum,Làng Hồ Tourist - Coffee Homestay - Du Lịch Kon Tum,4.5,,"Cầu Treo, Kon K'Lor, Kon Tum, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOWk7reZQ-uJzXkWzByvpfHm8H5NeDbEqhpIs0J=w163-h92-k-no,"['Quán cà phê', 'Lưu trú nhà dân', 'Đại lý du lịch tham quan']"
Kon Tum,Quán Cafe Làng Việt,3.9,,"183, Trần Văn Hai, Trường Chinh, Kon Tum, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNfUz-ULqVGIkcWuFDly9VnYNHMngkdM3Xjb5aT=w189-h92-k-no,['Quán cà phê']
Kon Tum,Hotel Window 2,4.2,,"131 Thi Sách, Thắng Lợi, Kon Tum, Việt Nam",https://lh3.googleusercontent.com/gps-proxy/ALd4DhF_qcR-FGChkzeyG96stSCTrF1jufFRYzqde08Cc-n2qWwCBvOMDNpF2XrXGgnXh7o7ZNPKPpJNXm-KjvhjprXRDO3E8MUO0EjpsTERxPkHX8nXzCqNvpnmMAjRebfeTNlTdKstR8AYlxNz0iX9nVzb-NHgmkaLi15C6OPG40mML5KiSN4-c5s=w131-h92-k-no,['Khách sạn']
Kon Tum,Khách Sạn Thành Thu 1,4,,"773 Phan Đình Phùng, Quang Trung, Kon Tum, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipM4w4MjfZ1WtyF9XkHhg6TORrVmMzt0_xPNzMMO=w129-h92-k-no,"['Khách sạn', 'Khách sạn lưu trú dài hạn', 'Khách sạn tình yêu', 'Khách sạn nghỉ dưỡng']"
Kon Tum,Vườn hoa Kon Trang - Long Loi,4.3,,"Thôn Kon Trang Long, Lê Lợi, Đắk Hà, Kon Tum, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNT0dW_eHh4LFUhFn9H4B0J1NqzPb-4ASfRQi24=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Vườn']"
Kon Tum,CGV Vincom Kon Tum,4.5,,"Vincom Plaza, 02 Phan Đình Phùng, Phường Quyết Thắng, Kon Tum, 60000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOABPkT0o8M22GtQnwnWEy5CkslkXj43Q39YG6d=w122-h92-k-no,['Rạp chiếu phim']
Kon Tum,Thắng Lợi,,,"Tp. Kon Tum, Kon Tum, Việt Nam",,
Lai Châu,Phố đi bộ Hoàng Diệu Lai Châu,4.3,,"9FMC+XJW, 28 tháng 6, Tân Phong, Lai Châu, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNTPSVl2P1yQ_AY9E-FbKLu3Uz0wwvaCzKSl_eL=w122-h92-k-no,['Điểm thu hút khách du lịch']
Lai Châu,Tượng Đài Bác Hồ Với Các Dân Tộc Tỉnh Lai Châu,4.6,,"9FRF+X43, Tân Phong, Lai Châu, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNZ8aNn6c3sT3lkmbcOOtWErBQJBWQsO07YOmTJ=w122-h92-k-no,['Công viên lưu niệm']
Lai Châu,Động PuSamCap,4.3,,"9CP6+83J, Bế Văn Đàn, Nậm Loỏng, Lai Châu, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMSXogU6oyyR9y0akiXJDGmyuCCarkIuoEcAhff=w122-h92-k-no,['Điểm thu hút khách du lịch']
Lai Châu,Đồi Thông Tả Lèng Huyện Tam đường,4.4,,"9GX8+9MM, Tả Lèng, Tam Đường, Lai Châu, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNqkjBFN6WsKoTpfSzHdjbA4fdm302ajbfejTpK=w122-h92-k-no,['Điểm thu hút khách du lịch']
Lai Châu,Thác Trái Tim,4.2,,"FGHH+J7J, Sìn Suối Hồ, Phong Thổ, Lai Châu, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMmNagDmQFtEao0AHVyjY6ihpqRgClgadbMokWp=w163-h92-k-no,['Điểm thu hút khách du lịch']
Lai Châu,Trung tâm Thông tin và Xúc tiến Du lịch Lai Châu,,,"90 Đường 30/4, Tân Phong, Lai Châu, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMbtgWc1Fymdw0pe45vzbbVXRI35-bvet20dwXl=w152-h92-k-no,['Văn phòng chính quyền địa phương']
Lai Châu,Thác Tác Tình,4.7,,"TT. Tam Đường, Tam Đường, Lai Châu, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOFxgWCfh_on3k7Rpov3s4l6ECcgIqwc5P6IlcV=w122-h92-k-no,['Điểm thu hút khách du lịch']
Lai Châu,"Động Tiên Sơn, Lai Châu",4,,"8M83+HGV, QL4D, Sơn Bình, Tam Đường, Lai Châu, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNcm0jW-PNoxYEOD9ePszxVoodu5tGYuSsDH7k=w80-h106-k-no,['Điểm thu hút khách du lịch']
Lai Châu,Khu Du Lịch Cầu Kính Rồng Mây,4.4,,"QL4D, Sơn Bình, Tam Đường, Lào Cai, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNlayZ62JWvzxYmd3At6mDtUSoR7Na5uqJSXeLw=w163-h92-k-no,['Điểm thu hút khách du lịch']
Lai Châu,Khu nghỉ dưỡng suối nước nóng Phong Thổ LC,3.9,,"G8FG+74, TT. Phong Thổ, Phong Thổ, Lai Châu, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipM3FW5R3hvQUGw6LSelWEi50TZQjS1JvBIDmDM7=w80-h106-k-no,['Điểm thu hút khách du lịch']
Lai Châu,Villa De La Roseraie,5,,"250 đường Võ Nguyên Giáp, TT. Sìn Hồ, Lai Châu, 100000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPiPQjxnX9BoG3bZHSdAtunb6VCfX0UV41Yc_Nm=w122-h92-k-no,['Khách sạn nghỉ dưỡng']
Lai Châu,Guồng Nước Nà Khương - Bản Bo,4.3,,"6MQH+H7J, Bản Bo, Tam Đường, Lai Châu, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNMkg3LHPB4453b-3g5ithasvUYy0CDKfI2IpE-=w138-h92-k-no,['Điểm thu hút khách du lịch']
Lai Châu,Phố đi bộ thị trấn phong thổ,5,,"G7VP+PWJ, thị trấn, Phong Thổ, Lai Châu, Việt Nam",,['Sân chơi']
Lâm Đồng,3D World Da Lat,4.4,,"03 Đ. Lê Thị Hồng Gấm, Phường 1, Đà Lạt, Lâm Đồng 670000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipP7QQAuhMFLO1lSFRbWpXL87YtrZv8KLDw1Ysen=w122-h92-k-no,['Công viên giải trí']
Lâm Đồng,Trung tâm Hoạt động Thanh thiếu nhi tỉnh Lâm Đồng,4,,"9 Đinh Tiên Hoàng, Phường 2, Đà Lạt, Lâm Đồng, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNzbYfavNMp4ACOjhKYtFIsWwL_VW8UMM7sXRV9=w122-h92-k-no,['Trung tâm vui chơi dành cho trẻ em']
Lâm Đồng,Khu du lịch Lá Phong,4.1,,"45 Đường Đặng Thái Thân, Phường 3, Đà Lạt, Lâm Đồng, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPw189XdteFnKJpsscIcRbgc185Zuhf_5usiKGu=w122-h92-k-no,['Điểm thu hút khách du lịch']
Lâm Đồng,Biệt thự Hoa Hồng,4.7,,"17 Cô Giang, Phường 9, Đà Lạt, Lâm Đồng, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOtzWuQYRvu0Hg6_0e-8GpEYp0vWOkGgOP0imCs=w80-h142-k-no,['Điểm thu hút khách du lịch']
Lâm Đồng,Công viên Ánh Sáng,4.1,,"1Công viên ấp Ánh Sáng, Đ. Nguyễn Văn Cừ, Phường 1, Đà Lạt, Lâm Đồng, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPAF5aH7Sg_v7g8smHkayOIc2m0CtDL2uxCcvE8=w137-h92-k-no,"['Điểm thu hút khách du lịch', 'Công viên']"
Lâm Đồng,Vườn Ánh Sáng Lumiere,4.4,,"222B Đường Mai Anh Đào, Phường 8, Đà Lạt, Lâm Đồng, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMHXryVdrk7gzbUGeL9Tc1V6ELnPj-71Yys0RFs=w137-h92-k-no,['Công viên giải trí']
Lâm Đồng,Vườn hoa thành phố Đà Lạt,4.2,,"02 Đ. Trần Nhân Tông, Phường 8, Đà Lạt, Lâm Đồng, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOLnFkTGscIYi-jTllgMUaURrsrpUEbu3zIH3zw=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Công viên', 'Vườn']"
Lâm Đồng,Quảng trường Lâm Viên,4.5,,"Đ. Trần Quốc Toản, Phường 1, Đà Lạt, Lâm Đồng, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMBNjpiDkOT9AvkxJDW4mXUJxXKMj_anLtumF9h=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Công viên']"
Lâm Đồng,Dốc Trần Hưng Đạo,4.6,,"7 Trần Hưng Đạo, Phường 10, Đà Lạt, Lâm Đồng, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMNNKdZ62F4J5q_oO7aZE0Q6sOOchI7PojCMur8=w122-h92-k-no,['Điểm thu hút khách du lịch']
Lâm Đồng,Nhà lao thiếu nhi Đà Lạt,4.4,,"9A Hồ Xuân Hương, Phường 9, Đà Lạt, Lâm Đồng 66000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOsY7VVswUv1XEiLjLoQhZD6mKyzjNVwpCixLnQ=w163-h92-k-no,"['Điểm thu hút khách du lịch', 'Bảo tàng']"
Lâm Đồng,Đèo Mây Farm,4.9,,"Hẻm 32 Đ. 3/4, Phường 3, Đà Lạt, Lâm Đồng, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMdKlBprnl7HuqKiYuj79XKgzho6P2aXdS7T4fM=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Khu vực đi bộ', 'Sân ngắm cảnh', 'Trang trại hữu cơ', 'Vườn', 'Trang trại cây']"
Lâm Đồng,Amazing Kids,3.5,,"14 Đường Đống Đa, Phường 3, Đà Lạt, Lâm Đồng 670000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipN5d-T5MFfzqcENTw_cu1DzRcVq3ZXCUTCxDFdE=w80-h120-k-no,['Trung tâm vui chơi dành cho trẻ em']
Lâm Đồng,Festival Hoa Đà Lạt,4.3,,"Đ. Nguyễn Văn Cừ, Phường 1, Đà Lạt, Lâm Đồng, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMf1ZOsnu8luX7tk-Qr5jAPrc-EhZ8xx8oPglMZ=w80-h106-k-no,"['Điểm thu hút khách du lịch', 'Công viên']"
Lâm Đồng,Khu vui chơi Dalat Wonderland,3.8,,"Khu du lịch Quốc gia Hồ Tuyền Lâm, 19 Đ. Hoa Hồng, Phường 4, Đà Lạt, Lâm Đồng 670000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPRKEK_wmrZ-HJCEhINx13jJaCYKQFjYmNoFSb6=w80-h106-k-no,['Công viên giải trí']
Lâm Đồng,Da Chien Hill - city sightseeing,4.3,,"WFQM+94V, Phường 11, Đà Lạt, Lâm Đồng, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPF2kXno_VQthmAFX8-b6SISR3oMGd_tCD4e3t0=w138-h92-k-no,['Điểm thu hút khách du lịch']
Lâm Đồng,Đường Lên Hòn Bồ,4.5,,"Phường 12, Đà Lạt, Lâm Đồng, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipM2PC7Z_mZVCAK3w57uRoZXEnqGPER6YFLelRHR=w163-h92-k-no,['Điểm thu hút khách du lịch']
Lâm Đồng,DỐC NHÀ LÀNG,4.1,,"12b Đường Nguyễn Biểu, Phường 1, Đà Lạt, Lâm Đồng 670000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNZFuamLoBR-dWJPNWQJW7-TEV15kBFLBSUn3z4=w138-h92-k-no,['Điểm thu hút khách du lịch']
Lâm Đồng,Làng Cổ Tích,4.3,,"Vạn Thành, Làng Hoa, Đà Lạt, Lâm Đồng, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipO3PKhwRtMDGSY9jo82dzuAM2uU0tWAETEV_JdD=w143-h92-k-no,['Công viên giải trí']
Lâm Đồng,Cung Nam Phương Hoàng Hậu,4.5,,"04 Đ. Hùng Vương, Phường 10, Đà Lạt, Lâm Đồng, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipOWAZ_xk37VM5a_0tCjUwY5S4DfZ-U4vspbDpSx=w163-h92-k-no,['Điểm thu hút khách du lịch']
Lâm Đồng,Vườn hồng Lễ Vân,4.3,,"45 Khe Sanh, Phường 10, Đà Lạt, Lâm Đồng, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipO4jTtrgdpkD0hJKcY-ZBG684U3NuSyLTRioxAM=w122-h92-k-no,['Điểm thu hút khách du lịch']
Lạng Sơn,Phố Kỳ Lừa,4.4,,"131 Đ. Trần Đăng Ninh, Hoàng Văn Thụ, Thành phố Lạng Sơn, Lạng Sơn, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipONfgfllUdDayDXwNO3UuMLaGY-ReYaRTs9szYC=w80-h106-k-no,['Điểm thu hút khách du lịch']
Lạng Sơn,Núi Phai Vệ,4.3,,"10 Chu Văn An, Vĩnh Trại, Thành phố Lạng Sơn, Lạng Sơn, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMySrkoHbPrYbGP-W3SWaaQJ6R7hs2-UC6rvmU2=w122-h92-k-no,['Điểm thu hút khách du lịch']
Lạng Sơn,Thành Nhà Mạc,4.3,,"VP4X+VF5, Tô Thị, Thành phố Lạng Sơn, Lạng Sơn, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMoucDkI0NLndVpu_KUJyEhlhiNlAt0ibNZUBas=w136-h92-k-no,"['Điểm thu hút khách du lịch', 'Địa điểm lịch sử']"
Lạng Sơn,Đền Kỳ Cùng,4.5,,"VQ25+G6R, Vĩnh Trại, Thành phố Lạng Sơn, Lạng Sơn 240000, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMLu6bjln9a-hyEQhMyIo5gSwdq27GXgRdNjYKJ=w163-h92-k-no,"['Điểm thu hút khách du lịch', 'Địa điểm hành hương', 'Điểm đến tôn giáo', 'Nơi thờ cúng']"
Lạng Sơn,Cầu Kỳ Cùng,4.4,,"VQ25+654, Chi Lăng, Thành phố Lạng Sơn, Lạng Sơn, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMQchfd9KrhDDcDUzoyry6DQBUO4wuXiMyoU-8M=w153-h92-k-no,"['Cầu', 'Điểm thu hút khách du lịch']"
Lạng Sơn,Đền Tả Phủ,4.6,,"VQ55+8CF, Trần Quốc Toản, Hoàng Văn Thụ, Tp. Lạng Sơn, Lạng Sơn, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipM7rHOTrJbBC3WCxUKhLjRFAOYmaPgh-DtiMVTw=w163-h92-k-no,"['Điểm thu hút khách du lịch', 'Nơi thờ cúng']"
Lạng Sơn,Nàng Tô Thị,4.1,,"123 Tô Thị, Khối 7, Thành phố Lạng Sơn, Lạng Sơn, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipPOvySXzJG4mOjv-VH_mv0S0BlhKMH_s0Tsi4-Z=w80-h106-k-no,['Điểm thu hút khách du lịch']
Lạng Sơn,Di Tích Chùa Tiên,4.4,,"RQP4+GQP, Hùng Vương, Chi Lăng, Thành phố Lạng Sơn, Lạng Sơn, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipNXzmQyh93x8_AFsl8TfgzJtUx8DldJUW87Q21S=w122-h92-k-no,"['Điểm thu hút khách du lịch', 'Chùa phật giáo']"
Lạng Sơn,Vườn hoa Tô Thị,4,,"VP6W+9G, Trong ngõ 126, Tô Thị, Tam Thanh, Thành phố Lạng Sơn, Lạng Sơn, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipP3TVSRqQxGOVnvBZ5ub8t5hknO7XN2l0cUWWmE=w163-h92-k-no,['Điểm thu hút khách du lịch']
Lạng Sơn,Cột cờ Núi Phai Vệ,4.4,,"VQ27+JP3, Vĩnh Trại, Thành phố Lạng Sơn, Lạng Sơn, Việt Nam",https://lh5.googleusercontent.com/p/AF1QipMdJ6YHGC5ZBkkU4YqSt-wP_rUM5ja-F_Kg_TOr=w80-h106-k-no,['Điểm mốc lịch sử']
